name,vote_average,vote_count,overview,genres,keyword,trailer,imdb_id,quality_score,soup
Breaking Bad,8.937,17186,"Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.","['Drama', 'Crime']","['new mexico', 'drug dealer', 'narcissism', 'psychopath', 'terminal illness', 'outlaw', 'dark comedy', 'cancer', 'tragedy', 'drugs', 'criminal', 'meth lab', 'drug lord', 'high school teacher', 'dea agent', 'neo-western', 'narcissist', 'albuquerque, new mexico', 'criminal lawyer', 'fall from grace', 'cartel', 'mexican cartel', 'male egos', 'crystal meth', 'dark', 'methamphetamine', 'gritty', 'thriller', 'intense', 'gloomy', 'violent', 'tortured genius']",https://www.youtube.com/watch?v=XZ8daibM3AE,tt0903747,0.9266062117406927,"new mexico drug dealer narcissism psychopath terminal illness outlaw dark comedy cancer tragedy drugs criminal meth lab drug lord high school teacher dea agent neo-western narcissist albuquerque, new mexico criminal lawyer fall from grace cartel mexican cartel male egos crystal meth dark methamphetamine gritty thriller intense gloomy violent tortured genius Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime"
Avatar: The Last Airbender,8.753,4696,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']","['saving the world', 'monk', 'martial arts', 'asia', 'magic', 'villain', 'child hero', 'reincarnation', 'friendship', 'honor', 'destiny', 'hard', 'anime inspired']",https://www.youtube.com/watch?v=IyZ0xetSb9s,tt0417299,0.6357567310602097,saving the world monk martial arts asia magic villain child hero reincarnation friendship honor destiny hard anime inspired Animation Action & Adventure Sci-Fi & Fantasy Animation Action & Adventure Sci-Fi & Fantasy Animation Action & Adventure Sci-Fi & Fantasy Animation Action & Adventure Sci-Fi & Fantasy Animation Action & Adventure Sci-Fi & Fantasy Animation Action & Adventure Sci-Fi & Fantasy Animation Action & Adventure Sci-Fi & Fantasy Animation Action & Adventure Sci-Fi & Fantasy Animation Action & Adventure Sci-Fi & Fantasy
Arcane,8.751,5711,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.","['Animation', 'Action & Adventure']","['magic', 'war of independence', 'class differences', 'battle', 'based on video game', 'death in family', 'adult animation', 'warrior', 'broken family', 'war', '3d animation', 'sisters', 'web series', 'power', 'absurd', 'dramatic', 'sentimental', 'amused', 'assertive', 'awestruck', 'baffled']",https://www.youtube.com/watch?v=W4gLFBNGgiY,tt11126994,0.9246657062841992,magic war of independence class differences battle based on video game death in family adult animation warrior broken family war 3d animation sisters web series power absurd dramatic sentimental amused assertive awestruck baffled Animation Action & Adventure Animation Action & Adventure Animation Action & Adventure Animation Action & Adventure Animation Action & Adventure Animation Action & Adventure Animation Action & Adventure Animation Action & Adventure Animation Action & Adventure
Heated Rivalry,8.72,329,"Two of the biggest stars in Major League Hockey are bound by ambition, rivalry, and a magnetic pull neither of them fully understands. What begins as a secret fling between two fresh faced rookies evolves into a years-long journey of love, denial, and self-discovery. Over the next eight years, as they chase glory on the ice, they struggle to navigate their feelings for each other. Torn between the sport they live for and the love they can’t ignore, they must decide if there’s room in their fiercely competitive world for something as fragile – and powerful – as real love.",['Drama'],"['based on novel or book', 'affectation', 'ice hockey', 'rivalry', 'romance', 'lgbt', 'gay liberation', 'secret relationship', 'professional athlete', 'rival', 'closeted homosexual', 'mischievous', 'gay theme', 'homosexual', 'athlete', 'rivals to lovers', ""boys' love (bl)"", 'joyful', 'sport', 'gay', 'sports romance']",https://www.youtube.com/watch?v=ADi1iextoUM,tt35495073,0.7616291873023091,based on novel or book affectation ice hockey rivalry romance lgbt gay liberation secret relationship professional athlete rival closeted homosexual mischievous gay theme homosexual athlete rivals to lovers boys' love (bl) joyful sport gay sports romance Drama Drama Drama Drama Drama Drama Drama Drama Drama
Chernobyl,8.703,7587,The true story of one of the worst man-made catastrophes in history: the catastrophic nuclear accident at Chernobyl. A tale of the brave men and women who sacrificed to save Europe from unimaginable disaster.,['Drama'],"['based on true story', 'disaster', 'miniseries', 'nuclear catastrophe', '1980s', 'chernobyl']",https://www.youtube.com/watch?v=s9APLXM9Ei8,tt7366338,0.9007152412786817,based on true story disaster miniseries nuclear catastrophe 1980s chernobyl Drama Drama Drama Drama Drama Drama Drama Drama Drama
Better Call Saul,8.703,6235,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".","['Crime', 'Drama']","['new mexico', 'moral conflict', 'crooked lawyer', 'prequel', 'romance', 'dark comedy', 'family relationships', 'tragedy', 'lawyer', 'brother against brother', 'spin off', 'cynical', 'neo-western', 'albuquerque, new mexico', 'criminal lawyer', 'fall from grace', 'neo-noir', 'mexican cartel', 'legal drama', 'gritty', 'offbeat', 'intense']",https://www.youtube.com/watch?v=HN4oydykJFc,tt3032476,0.9140004866057924,"new mexico moral conflict crooked lawyer prequel romance dark comedy family relationships tragedy lawyer brother against brother spin off cynical neo-western albuquerque, new mexico criminal lawyer fall from grace neo-noir mexican cartel legal drama gritty offbeat intense Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama"
The Pitt,8.7,514,The staff of Pittsburgh's Trauma Medical Center work around the clock to save lives in an overcrowded and underfunded emergency department.,['Drama'],"['hospital', 'pittsburgh, pennsylvania', 'medical drama', 'medical procedural', 'critical']",https://www.youtube.com/watch?v=ufR_08V38sQ,tt31938062,0.7870140947076631,"hospital pittsburgh, pennsylvania medical drama medical procedural critical Drama Drama Drama Drama Drama Drama Drama Drama Drama"
Rick and Morty,8.68,10698,Follows a sociopathic genius scientist who drags his inherently timid grandson on adventures across the universe.,"['Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Action & Adventure']","['time travel', 'grandfather', 'alcoholism', 'alien', 'dysfunctional family', 'mad scientist', 'scientist', 'adult animation', 'father figure', 'machinist', 'multiple dimensions', 'spaceship']",https://www.youtube.com/watch?v=WNhH00OIPP0,tt2861424,0.875221991879512,time travel grandfather alcoholism alien dysfunctional family mad scientist scientist adult animation father figure machinist multiple dimensions spaceship Animation Comedy Sci-Fi & Fantasy Action & Adventure Animation Comedy Sci-Fi & Fantasy Action & Adventure Animation Comedy Sci-Fi & Fantasy Action & Adventure Animation Comedy Sci-Fi & Fantasy Action & Adventure Animation Comedy Sci-Fi & Fantasy Action & Adventure Animation Comedy Sci-Fi & Fantasy Action & Adventure Animation Comedy Sci-Fi & Fantasy Action & Adventure Animation Comedy Sci-Fi & Fantasy Action & Adventure Animation Comedy Sci-Fi & Fantasy Action & Adventure
The Chosen,8.673,761,The life of Christ through the eyes of those who encountered him.,"['Drama', 'Family', 'Action & Adventure']","['christianity', 'identity', 'pacifism', 'sacrifice', 'apostle', 'bible', 'leprosy', 'forgiveness', 'jerusalem', 'hope', 'gospel', 'paralysis', 'marriage', 'faith', 'judas', 'god', 'religion', 'redemption', 'trust', 'belief in god', 'sermon on the mount', 'mental illness', 'grace', 'saint', 'disbelief', 'blindness', 'healing', 'journey', 'religious film', 'messiah', 'parables', 'salvation', 'search for truth', 'humanitarian work', 'jesus christ', 'sermon', 'galilei', 'new testament', 'master disciple relationship', 'crowdfunded film', 'nazareth', 'christian faith', 'miracles', 'jews', 'biblical', 'follower', 'seekers', 'passion', 'excited', 'holiday miracles', 'chosen', 'pharisee']",https://www.youtube.com/watch?v=5CVj41dtkIA,tt5622316,0.6606910620953206,christianity identity pacifism sacrifice apostle bible leprosy forgiveness jerusalem hope gospel paralysis marriage faith judas god religion redemption trust belief in god sermon on the mount mental illness grace saint disbelief blindness healing journey religious film messiah parables salvation search for truth humanitarian work jesus christ sermon galilei new testament master disciple relationship crowdfunded film nazareth christian faith miracles jews biblical follower seekers passion excited holiday miracles chosen pharisee Drama Family Action & Adventure Drama Family Action & Adventure Drama Family Action & Adventure Drama Family Action & Adventure Drama Family Action & Adventure Drama Family Action & Adventure Drama Family Action & Adventure Drama Family Action & Adventure Drama Family Action & Adventure
The Owl House,8.663,1758,"An animated fantasy-comedy series that follows Luz, a self-assured teenage girl who accidentally stumbles upon a portal to a magical world where she befriends a rebellious witch, Eda, and an adorably tiny warrior, King. Despite not having magical abilities, Luz pursues her dream of becoming a witch by serving as Eda's apprentice at the Owl House and ultimately finds a new family in an unlikely setting.","['Animation', 'Action & Adventure', 'Comedy', 'Sci-Fi & Fantasy', 'Family']","['witch', 'magic', 'school of witchcraft', 'apprentice', 'portal', 'witchcraft', 'lgbt', 'casting spells', 'children cartoon', 'owl', 'magic land', 'animation']",https://www.youtube.com/watch?v=1W1FFiT51lg,tt8050756,0.8713906248982386,witch magic school of witchcraft apprentice portal witchcraft lgbt casting spells children cartoon owl magic land animation Animation Action & Adventure Comedy Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Sci-Fi & Fantasy Family
Adventure Time: Fionna & Cake,8.7,302,"Fionna and Cake – with the help of the former Ice King, Simon Petrikov - embark on a multiverse-hopping adventure and journey of self-discovery. All the while a powerful new antagonist determined to track them down and erase them from existence, lurks in the shadows.","['Animation', 'Action & Adventure', 'Comedy', 'Sci-Fi & Fantasy']","['depression', 'cat', 'magic', 'universe', 'lgbt', 'adult animation', 'multi-dimensional', 'existentialist']",https://www.youtube.com/watch?v=94gpIscW0Mc,tt15248880,0.6763140667402763,depression cat magic universe lgbt adult animation multi-dimensional existentialist Animation Action & Adventure Comedy Sci-Fi & Fantasy Animation Action & Adventure Comedy Sci-Fi & Fantasy Animation Action & Adventure Comedy Sci-Fi & Fantasy Animation Action & Adventure Comedy Sci-Fi & Fantasy Animation Action & Adventure Comedy Sci-Fi & Fantasy Animation Action & Adventure Comedy Sci-Fi & Fantasy Animation Action & Adventure Comedy Sci-Fi & Fantasy Animation Action & Adventure Comedy Sci-Fi & Fantasy Animation Action & Adventure Comedy Sci-Fi & Fantasy
The Sopranos,8.656,3309,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.","['Crime', 'Drama']","['new jersey', 'italian american', 'drug dealer', 'strip club', 'mafia boss', 'dysfunctional family', 'dysfunctional marriage', 'family relationships', 'organized crime', 'mafia', 'mobster', 'psychiatrist', 'family', 'criminal organization', 'cosa nostra', 'fascinating']",https://www.youtube.com/watch?v=Q8cBFvpqmH0,tt0141842,0.8600846131305288,new jersey italian american drug dealer strip club mafia boss dysfunctional family dysfunctional marriage family relationships organized crime mafia mobster psychiatrist family criminal organization cosa nostra fascinating Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama
Anne with an E,8.653,4886,"A coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890s, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly woman and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.","['Drama', 'Family']","['based on novel or book', 'canada', 'friendship', 'unrequited love', 'coming of age', 'orphan', 'period drama', '19th century', 'found family', 'period piece', 'heartfelt', 'teenager', 'sentimental', 'appreciative', 'cheerful']",https://www.youtube.com/watch?v=S5qJXYNNINo,tt5421602,0.70651892894424,based on novel or book canada friendship unrequited love coming of age orphan period drama 19th century found family period piece heartfelt teenager sentimental appreciative cheerful Drama Family Drama Family Drama Family Drama Family Drama Family Drama Family Drama Family Drama Family Drama Family
Wizards of Waverly Place,8.631,1160,"Alex, Justin and Max Russo are not your ordinary kids - they're wizards in training! While their parents run the Waverly Sub Station, the siblings struggle to balance their ordinary lives while learning to master their extraordinary powers.","['Comedy', 'Sci-Fi & Fantasy', 'Kids']","['wizard', 'teen witch']",,tt0799922,0.6522441111220123,wizard teen witch Comedy Sci-Fi & Fantasy Kids Comedy Sci-Fi & Fantasy Kids Comedy Sci-Fi & Fantasy Kids Comedy Sci-Fi & Fantasy Kids Comedy Sci-Fi & Fantasy Kids Comedy Sci-Fi & Fantasy Kids Comedy Sci-Fi & Fantasy Kids Comedy Sci-Fi & Fantasy Kids Comedy Sci-Fi & Fantasy Kids
Planet Earth II,8.627,896,David Attenborough presents a documentary series exploring how animals meet the challenges of surviving in the most iconic habitats on earth.,"['Documentary', 'Family']","['ocean', 'sea', 'mountain', 'fish', 'island', 'climate change', 'earth', 'forest', 'savannah', 'jungle', 'miniseries', 'desert', 'animals', 'nature', 'cities', 'inspiring', 'nature documentary', 'sea creature', 'captivating', 'relaxing']",https://www.youtube.com/watch?v=kAphgHhlteM,tt5491994,0.8290257437924117,ocean sea mountain fish island climate change earth forest savannah jungle miniseries desert animals nature cities inspiring nature documentary sea creature captivating relaxing Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family
Regular Show,8.626,2184,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,"['Animation', 'Comedy']","['time travel', 'racoon', 'slacker', 'anthropomorphism', 'park', 'high school friends']",,tt1710308,0.6415528904910646,time travel racoon slacker anthropomorphism park high school friends Animation Comedy Animation Comedy Animation Comedy Animation Comedy Animation Comedy Animation Comedy Animation Comedy Animation Comedy Animation Comedy
Blue Planet II,8.618,326,There is nowhere more powerful and unforgiving yet more beautiful and compelling than the ocean. Join us and explore the greatest yet least known parts of our planet.,"['Documentary', 'Family']","['ocean', 'sea', 'fish', 'deep sea', 'miniseries', 'oceanic expedition', 'oceanography', 'scientific expedition', 'underwater photography', 'science and technology', 'water planet', 'nature documentary', 'expert opinion', 'underwater world', 'deep-sea dive', 'planet earth', 'marine life', 'oceans', 'underwater facility', 'deep blue', 'animals & nature', 'sea animals']",https://www.youtube.com/watch?v=kAphgHhlteM,tt6769208,0.7621078391774079,ocean sea fish deep sea miniseries oceanic expedition oceanography scientific expedition underwater photography science and technology water planet nature documentary expert opinion underwater world deep-sea dive planet earth marine life oceans underwater facility deep blue animals & nature sea animals Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family Documentary Family
Primal,8.617,1507,A caveman forms a bond with a dinosaur as they struggle to survive in a hostile world.,"['Action & Adventure', 'Animation', 'Drama']","['fight', 'magic', 'trauma', 'primal fear', 'gore', 'survival', 'prehistory', 'food', 'dinosaur', 'fear', 'one man army', 'violent death', 'bloody fight', 'brutality', 'struggle for survival', 'spear', 'death of family', 'hunting', 'death', 'eating', 'spear throwing', 'injury', 'adult animation', 'unlikely friendship', 'neanderthal', 'bonding', 'hunted like animals', 'human prey', 'last human', 'violent man', 'prey', 'hand drawn animation', 'survive', 'caveman', 'hand drawn', 'spear fishing', 'action packed', 'violence against animals', 'western animation', 'fantasy', 'animation', 'last of its kind', 'violence', 'survival of the fittest', 'tense', 'intense', 'enthusiastic', 'primal scream', 'primal', 'gorefest', 'splatter gore', 'thrilling', 'brutal']",https://www.youtube.com/watch?v=V4UN616BFDA,tt10332508,0.6473287486265562,fight magic trauma primal fear gore survival prehistory food dinosaur fear one man army violent death bloody fight brutality struggle for survival spear death of family hunting death eating spear throwing injury adult animation unlikely friendship neanderthal bonding hunted like animals human prey last human violent man prey hand drawn animation survive caveman hand drawn spear fishing action packed violence against animals western animation fantasy animation last of its kind violence survival of the fittest tense intense enthusiastic primal scream primal gorefest splatter gore thrilling brutal Action & Adventure Animation Drama Action & Adventure Animation Drama Action & Adventure Animation Drama Action & Adventure Animation Drama Action & Adventure Animation Drama Action & Adventure Animation Drama Action & Adventure Animation Drama Action & Adventure Animation Drama Action & Adventure Animation Drama
The Wire,8.617,2577,"Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.","['Crime', 'Drama']","['corruption', 'newspaper', 'drug trafficking', 'drug dealer', 'baltimore, usa', 'gangster', 'police', 'organized crime', 'police detective', 'surveillance', 'power politics', 'urban decay', 'newspaper reporter', 'wiretapping', 'workers union', 'education system', 'docks', 'black project', 'mayoral election', 'dramatic', 'violence', 'objective']",https://www.youtube.com/watch?v=uDcQbk78CSw,tt0306414,0.8602091409409567,"corruption newspaper drug trafficking drug dealer baltimore, usa gangster police organized crime police detective surveillance power politics urban decay newspaper reporter wiretapping workers union education system docks black project mayoral election dramatic violence objective Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama Crime Drama"
Cosmos: A Personal Voyage,8.616,417,"Carl Sagan covers a wide range of scientific subjects, including the origin of life and a perspective of our place in the universe.",['Documentary'],"['nuclear war', 'greenhouse effect', 'space travel', 'exploration', 'astronomer', 'scientist', 'universe', 'evolution', 'astronomy', 'solar system', 'humanity', 'cosmic calendar', 'science']",,tt0081846,0.6705353463154127,nuclear war greenhouse effect space travel exploration astronomer scientist universe evolution astronomy solar system humanity cosmic calendar science Documentary Documentary Documentary Documentary Documentary Documentary Documentary Documentary Documentary
Invincible,8.614,5290,"Mark Grayson is a normal teenager except for the fact that his father is the most powerful superhero on the planet. Shortly after his seventeenth birthday, Mark begins to develop powers of his own and enters into his father’s tutelage.","['Animation', 'Sci-Fi & Fantasy', 'Action & Adventure', 'Drama']","['anti hero', 'superhero', 'based on comic', 'alien', 'gore', 'super power', 'adult animation', 'teen superhero', 'audacious']",https://www.youtube.com/watch?v=-bfAVpuko5o,tt6741278,0.9126559765138543,anti hero superhero based on comic alien gore super power adult animation teen superhero audacious Animation Sci-Fi & Fantasy Action & Adventure Drama Animation Sci-Fi & Fantasy Action & Adventure Drama Animation Sci-Fi & Fantasy Action & Adventure Drama Animation Sci-Fi & Fantasy Action & Adventure Drama Animation Sci-Fi & Fantasy Action & Adventure Drama Animation Sci-Fi & Fantasy Action & Adventure Drama Animation Sci-Fi & Fantasy Action & Adventure Drama Animation Sci-Fi & Fantasy Action & Adventure Drama Animation Sci-Fi & Fantasy Action & Adventure Drama
Planet Earth,8.614,1206,"David Attenborough celebrates the amazing variety of the natural world in this epic documentary series, filmed over four years across 64 different countries.",['Documentary'],"['climate change', 'wildlife', 'miniseries', 'animals', 'nature', 'four seasons', 'inspiring', 'nature documentary', 'wildlife photographer', 'planet earth', 'landscape photography', 'animals & nature', 'captivating', 'relaxing', 'wildlife documentary', 'animal photography']",https://www.youtube.com/watch?v=tiVNk6_0GdY,tt0795176,0.8477466554760363,climate change wildlife miniseries animals nature four seasons inspiring nature documentary wildlife photographer planet earth landscape photography animals & nature captivating relaxing wildlife documentary animal photography Documentary Documentary Documentary Documentary Documentary Documentary Documentary Documentary Documentary
Gravity Falls,8.612,3379,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer helping their great uncle Stan run a tourist trap in the mysterious town of Gravity Falls, Oregon.","['Animation', 'Action & Adventure', 'Comedy', 'Mystery', 'Sci-Fi & Fantasy', 'Family']","['small town', 'dreams', 'symbolism', 'oregon, usa', 'magic', 'time travel', 'uncle', 'alien', 'coming of age', 'summer', 'twins', 'gnome', 'supernatural phenomena', 'tourist trap', 'dreamscape', 'children cartoon', 'lighthearted', 'journal']",https://www.youtube.com/watch?v=VviwUvs3hd0,tt1865718,0.9023239006362646,"small town dreams symbolism oregon, usa magic time travel uncle alien coming of age summer twins gnome supernatural phenomena tourist trap dreamscape children cartoon lighthearted journal Animation Action & Adventure Comedy Mystery Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Mystery Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Mystery Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Mystery Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Mystery Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Mystery Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Mystery Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Mystery Sci-Fi & Fantasy Family Animation Action & Adventure Comedy Mystery Sci-Fi & Fantasy Family"
I Am Not an Animal,8.6,785,"I Am Not An Animal is an animated comedy series about the only six talking animals in the world, whose cosseted existence in a vivisection unit is turned upside down when they are liberated by animal rights activists.","['Animation', 'Comedy', 'Sci-Fi & Fantasy']","['horse', 'anthropomorphism', 'monkey', 'adult animation', 'animal testing', 'satirical', 'anti-vivisection', 'sarcastic']",https://www.youtube.com/watch?v=nj57oWfbILA,tt0348943,0.6589498947985006,horse anthropomorphism monkey adult animation animal testing satirical anti-vivisection sarcastic Animation Comedy Sci-Fi & Fantasy Animation Comedy Sci-Fi & Fantasy Animation Comedy Sci-Fi & Fantasy Animation Comedy Sci-Fi & Fantasy Animation Comedy Sci-Fi & Fantasy Animation Comedy Sci-Fi & Fantasy Animation Comedy Sci-Fi & Fantasy Animation Comedy Sci-Fi & Fantasy Animation Comedy Sci-Fi & Fantasy
Hazbin Hotel,8.604,1524,"In attempt to find a non-violent alternative for reducing Hell's overpopulation, the daughter of Lucifer opens a rehabilitation hotel that offers a group of misfit demons a chance at redemption.","['Animation', 'Comedy', 'Drama', 'Sci-Fi & Fantasy']","['hotel', 'musical', 'hell', 'dark comedy', 'adult humor', 'redemption', 'blunt', 'lgbt', 'adult animation', 'dark fantasy', 'hand drawn animation', 'disgusted']",https://www.youtube.com/watch?v=OLSWVCwy88g,tt7216636,0.793019128844328,hotel musical hell dark comedy adult humor redemption blunt lgbt adult animation dark fantasy hand drawn animation disgusted Animation Comedy Drama Sci-Fi & Fantasy Animation Comedy Drama Sci-Fi & Fantasy Animation Comedy Drama Sci-Fi & Fantasy Animation Comedy Drama Sci-Fi & Fantasy Animation Comedy Drama Sci-Fi & Fantasy Animation Comedy Drama Sci-Fi & Fantasy Animation Comedy Drama Sci-Fi & Fantasy Animation Comedy Drama Sci-Fi & Fantasy Animation Comedy Drama Sci-Fi & Fantasy
The Office,7.8,921,Nightmare boss. Tedious colleagues. Pointless tasks. Welcome to Wernham Hogg. Fancy a tea break with David Brent? Classic comedy from the archive.,['Comedy'],"['office', 'friendship', 'workplace', 'dark comedy', 'mockumentary', 'employer employee relationship', 'sitcom', 'employment', 'workplace comedy', 'deadpan', 'witty', 'sharp']",https://www.youtube.com/watch?v=piHDWVCRqu0,tt0290978,0.7501125932235201,office friendship workplace dark comedy mockumentary employer employee relationship sitcom employment workplace comedy deadpan witty sharp Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy
The Spectacular Spider-Man,8.6,880,"Having spent the summer engaging common criminals with his new-found powers, not so typical 16-year-old Peter Parker must conceal his secret identity and battle super-villains in the real world as he enters his junior year of high school.","['Action & Adventure', 'Animation', 'Kids', 'Family']","['secret identity', 'high school', 'cartoon', 'superhero', 'based on comic', 'nostalgic', 'teen superhero', 'admiring']",https://www.youtube.com/watch?v=wkbKbeEEr0s,tt0976192,0.6567978417533352,secret identity high school cartoon superhero based on comic nostalgic teen superhero admiring Action & Adventure Animation Kids Family Action & Adventure Animation Kids Family Action & Adventure Animation Kids Family Action & Adventure Animation Kids Family Action & Adventure Animation Kids Family Action & Adventure Animation Kids Family Action & Adventure Animation Kids Family Action & Adventure Animation Kids Family Action & Adventure Animation Kids Family
I'm in the Band,8.6,271,"Tripp Campbell is the new lead guitarist for Iron Weasel, a band that once ruled the world of 80s pop metal. Can he push the washed-up rockers out of his parents' guest room and back in the limelight?",['Comedy'],"['rock band', 'teen comedy', 'sitcom']",,tt1433495,0.6769796551789307,rock band teen comedy sitcom Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy
The Originals,8.588,3541,"The Vampire Diaries spin-off that follows the Mikaelsons, a family of millennia-old, power-hungry vampires who want to reclaim the city they built, New Orleans, and dominate all those who have wronged them.","['Sci-Fi & Fantasy', 'Drama', 'Mystery']","['witch', 'new orleans, louisiana', 'vampire', 'battle for power', 'rivalry', 'werewolf', 'spin off']",https://www.youtube.com/watch?v=GXrDYboUnnw,tt2632424,0.8173519486296573,"witch new orleans, louisiana vampire battle for power rivalry werewolf spin off Sci-Fi & Fantasy Drama Mystery Sci-Fi & Fantasy Drama Mystery Sci-Fi & Fantasy Drama Mystery Sci-Fi & Fantasy Drama Mystery Sci-Fi & Fantasy Drama Mystery Sci-Fi & Fantasy Drama Mystery Sci-Fi & Fantasy Drama Mystery Sci-Fi & Fantasy Drama Mystery Sci-Fi & Fantasy Drama Mystery"
Band of Brothers,8.587,4035,"Drawn from interviews with survivors of Easy Company, as well as their journals and letters, Band of Brothers chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name.","['Drama', 'War & Politics']","['based on novel or book', 'world war ii', 'us army', 'paratroops', 'miniseries', 'historical', 'combat', 'historical drama', 'tank battle', 'war in europe', 'paratrooper', '1940s', 'war', 'arrogant', 'awestruck']",https://www.youtube.com/watch?v=KKRBAFlN5ww,tt0185906,0.875441020250838,based on novel or book world war ii us army paratroops miniseries historical combat historical drama tank battle war in europe paratrooper 1940s war arrogant awestruck Drama War & Politics Drama War & Politics Drama War & Politics Drama War & Politics Drama War & Politics Drama War & Politics Drama War & Politics Drama War & Politics Drama War & Politics
"Love, Victor",8.58,1630,"Victor is a new student at Creekwood High School on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation. When it all seems too much, he reaches out to Simon to help him navigate the ups and downs of high school.","['Comedy', 'Drama']","['coming out', 'male friendship', 'high school', 'sequel', 'coming of age', 'in the closet', 'spin off', 'lgbt', 'lgbt teen', 'gay theme', 'sapphic']",https://www.youtube.com/watch?v=bJBvXAUo2Ug,tt10166602,0.64518164025432,coming out male friendship high school sequel coming of age in the closet spin off lgbt lgbt teen gay theme sapphic Comedy Drama Comedy Drama Comedy Drama Comedy Drama Comedy Drama Comedy Drama Comedy Drama Comedy Drama Comedy Drama
